ZIP,BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ADDRESS,ENDEFYMD,CERT,ESTYMD,LIAB,ID
30058,NM,8.602706732886926,20080331,224505,247457,GEORGIA,21288.0,PEOPLES BANK,LITHONIA,3065 STONE MOUNTAIN ST.,20150206,173,19100101,226169,173_20080331
30630,NM,12.170144426967033,20080331,79148,90911,GEORGIA,11064.0,COMMERCIAL BANK,CRAWFORD,102 N. CHURCH ST.,99991231,175,19240905,79847,175_20080331
30214,NM,7.1539719510382085,20080331,83488,100895,GEORGIA,7218.0,TALBOT STATE BANK,FAYETTEVILLE,710 N. GLYNN ST.,99991231,178,19071125,93677,178_20080331
30680,NM,10.242030570025939,20080331,374516,466470,GEORGIA,47776.0,PEOPLES BANK,WINDER,71 N. BROAD ST.,20100917,182,19261030,418695,182_20080331
31055,NM,11.019466474405192,20080331,90805,104025,GEORGIA,11463.0,MERCHANTS&CITIZENS BANK,MCRAE,6 COLLEGE ST.,99991231,183,19290223,92562,183_20080331
31792,NM,8.938117250193885,20080331,420794,553159,GEORGIA,49442.0,COMMERCIAL BANK,THOMASVILLE,101 S. CRAWFORD ST.,20100601,190,19160722,503717,190_20080331
31313,NM,9.739157833142034,20080331,570611,666495,GEORGIA,64911.0,HERITAGE BANK,HINESVILLE,300 S. MAIN ST.,20190901,193,19111115,601584,193_20080331
46928,NM,12.795116287252384,20080331,48998,56842,INDIANA,7273.0,CITIZENS EXCHANGE BANK,FAIRMOUNT,102 S. MAIN ST.,20160401,195,18930715,49569,195_20080331
47946,NM,9.890466497245859,20080331,192894,237279,INDIANA,23468.0,ALLIANCE BANK,FRANCESVILLE,101 W MONTGOMERY ST.,99991231,197,19300703,213811,197_20080331
46172,NM,14.066631796123557,20080331,114617,137652,INDIANA,19363.0,TRI-COUNTY BANK&TRUST CO,ROACHDALE,18 E. WASHINGTON ST.,99991231,210,18921007,118289,210_20080331
52353,SM,12.595989303538316,20080331,166190,209789,IOWA,26425.0,WASHINGTON STATE BANK,WASHINGTON,121 S MARION AVE,99991231,214,19320418,183364,214_20080331
52728,NM,11.004919184820801,20080331,37570,42690,IOWA,4698.0,BUFFALO SAVINGS BANK,BUFFALO,120 WASHINGTON ST.,20140915,219,19090401,37992,219_20080331
50563,NM,11.56299405767868,20080331,32247,36686,IOWA,4242.0,MANSON STATE BANK,MANSON,1001 MAIN ST,20220514,223,19330101,32444,223_20080331
52621,NM,7.484220018034265,20080331,25561,27725,IOWA,2075.0,PEOPLES SAVINGS BANK,CRAWFORDSVILLE,100 S. MAIN,20220912,225,19121017,25651,225_20080331
50216,NM,7.385959888425764,20080331,73023,94287,IOWA,6964.0,GUTHRIE COUNTY STATE BANK,PANORA,505 E. MAIN ST.,99991231,226,19311017,87323,226_20080331
51250,NM,9.432617263851139,20080331,365685,434874,IOWA,41020.0,AMERICAN STATE BANK,SIOUX CENTER,525 N. MAIN ST.,99991231,228,19130901,393854,228_20080331
51301,NM,7.931904740054146,20080331,91403,108965,IOWA,8643.0,COMMUNITY STATE BANK,SPENCER,1812 HWY. BLVD.,99991231,230,19140101,100322,230_20080331
51401,NM,9.410896827905997,20080331,87062,104379,IOWA,9823.0,COMMERCIAL SAVINGS BANK,CARROLL,627 N. ADAMS ST.,99991231,231,19170101,94556,231_20080331
52333,NM,18.687842500507408,20080331,56321,78832,IOWA,14732.0,SOLON STATE BANK,SOLON,126 S. MARKET ST.,99991231,232,19320317,64101,232_20080331
50574,NM,16.130210540157503,20080331,56432,68443,IOWA,11040.0,POCAHONTAS STATE BANK,POCAHONTAS,223 N. MAIN ST.,99991231,234,19260701,57404,234_20080331
51058,NM,9.127934469240508,20080331,50133,65557,IOWA,5984.0,SECURITY STATE BANK,SUTHERLAND,109 W. 2ND ST.,99991231,235,19310101,59573,235_20080331
51034,NM,7.713628426508495,20080331,30546,36079,IOWA,2783.0,FIRST STATE BANK OF MAPLETON,MAPLETON,402 MAIN ST.,20120423,236,18890101,33296,236_20080331
50220,NM,9.023709264005857,20080331,153390,174784,IOWA,15772.0,RACCOON VALLEY BANK,PERRY,1202 2ND ST.,99991231,245,19270101,159012,245_20080331
50265,NM,9.120546629897172,20080331,65039,89567,IOWA,8169.0,STATE SAVINGS BANK,WEST DES MOINES,4800 GEORGE MILLS CIVIC PARK,99991231,248,18940704,81398,248_20080331
52738,SM,9.19329198665562,20080331,40214,44663,IOWA,4106.0,COLUMBUS JUNCTION STATE BANK,COLUMBUS JUNCTIO,134 MAIN ST.,20151101,249,19270101,40557,249_20080331
51034,NM,16.582467692191255,20080331,41367,52851,IOWA,8764.0,VALLEY BANK&TRUST,MAPLETON,401 MAIN ST.,99991231,251,18781003,44087,251_20080331
50158,SM,11.86665572335303,20080331,54648,73104,IOWA,8675.0,PINNACLE BANK,MARSHALLTOWN,2206 S. CTR. ST.,99991231,252,19270505,64429,252_20080331
52156,NM,7.479751399735454,20080331,141902,220756,IOWA,16512.0,LUANA SAVINGS BANK,LUANA,302 MAIN ST.,99991231,253,19080801,204244,253_20080331
50022,NM,9.945964476949197,20080331,109826,122512,IOWA,12185.0,FIRST WHITNEY BANK&TRUST,ATLANTIC,223 CHESTNUT ST.,99991231,254,19070101,110327,254_20080331
52172,NM,8.634320768953186,20080331,67827,91449,IOWA,7896.0,FARMERS&MERCHANTS SB,WAUKON,201 W. MAIN ST.,20190401,255,19251204,83553,255_20080331
51350,NM,21.427077669496843,20080331,37177,47818,IOWA,10246.0,MELVIN SAVINGS BANK,MELVIN,260 MAIN ST.,20210701,256,19120101,37572,256_20080331
40232,NM,9.07770429071746,20080331,1148158,1510470,KENTUCKY,137116.0,STOCK YARDS BANK&TRUST CO,LOUISVILLE,1040 E. MAIN ST.,99991231,258,19040601,1373354,258_20080331
40456,NM,10.914419510968635,20080331,105603,127272,KENTUCKY,13891.0,CITIZENS BANK,MOUNT VERNON,435 US HWY. 150 W.,99991231,262,19040101,113381,262_20080331
41094,N,10.880476258332147,20080331,54358,63159,KENTUCKY,6872.0,FARMERS NATIONAL BANK,WALTON,13447 DIXIE HWY.,20120409,264,19310901,56287,264_20080331
40311,NM,24.89916108154533,20080331,46606,65203,KENTUCKY,16235.0,DEPOSIT BANK OF CARLISLE,CARLISLE,102 E. MAIN ST.,20181207,266,18660101,48968,266_20080331
41129,NM,25.589815821302263,20080331,96619,130634,KENTUCKY,33429.0,KENTUCKY-FARMERS BK CATLETTS,CATLETTSBURG,2500 BROADWAY,99991231,267,19310101,97205,267_20080331
42261,NM,9.882509069665126,20080331,114796,138649,KENTUCKY,13702.0,MORGANTOWN BANK&TRUST CO INC,MORGANTOWN,201 N MAIN ST.,99991231,275,18800901,124947,275_20080331
41749,NM,8.08490811178911,20080331,94210,111603,KENTUCKY,9023.0,HYDEN CITIZENS BANK,HYDEN,22023 MAIN ST.,99991231,281,19040901,102580,281_20080331
42206,NM,8.045578399801832,20080331,48303,60555,KENTUCKY,4872.0,AUBURN BANKING CO,AUBURN,218 W. MAIN ST.,99991231,284,19290101,55683,284_20080331
42025,NM,10.32416757031009,20080331,310736,402076,KENTUCKY,41511.0,COMMUNITY FINL SERVICES BK,BENTON,10TH &MAIN ST.,99991231,287,18900101,360565,287_20080331
41301,NM,8.446572320401794,20080331,37761,42609,KENTUCKY,3599.0,FARMERS&TRADERS BK CAMPTON,CAMPTON,93 MARION ST.,99991231,288,19020101,39010,288_20080331
41822,NM,12.188817757289508,20080331,123192,150113,KENTUCKY,18297.0,BANK OF HINDMAN,HINDMAN,39 W MAIN ST,99991231,289,19030101,131816,289_20080331
40447,NM,19.893813915553046,20080331,100401,127512,KENTUCKY,25367.0,JACKSON COUNTY BANK,MC KEE,MAIN &1ST ST.,99991231,291,19041005,102145,291_20080331
42633,NM,8.13859488290691,20080331,439086,479960,KENTUCKY,39062.0,MONTICELLO BANKING CO,MONTICELLO,116 N. MAIN,99991231,292,18950101,440898,292_20080331
42210,NM,10.616339043436833,20080331,157188,193108,KENTUCKY,20501.0,BANK OF EDMONSON COUNTY,BROWNSVILLE,109 N MAIN ST.,99991231,296,19250101,172606,296_20080331
42256,NM,13.318020018862759,20080331,54373,65738,KENTUCKY,8755.0,LEWISBURG BANKING CO,LEWISBURG,287 N. MAIN ST,99991231,297,18940210,56983,297_20080331
42653,NM,11.574716899626647,20080331,99678,129636,KENTUCKY,15005.0,BANK OF MCCREARY COUNTY,WHITLEY CITY,47 S MAIN ST,99991231,303,19060101,114631,303_20080331
42031,NM,19.75768432962474,20080331,29405,42424,KENTUCKY,8382.0,CLINTON BANK,CLINTON,220 E. CLAY ST.,99991231,304,18870901,34042,304_20080331
70791,NM,8.444899542711044,20080331,128420,157231,LOUISIANA,13278.0,BANK OF ZACHARY,ZACHARY,4743 MAIN ST.,99991231,306,19040101,143953,306_20080331
70722,NM,11.760468689973107,20080331,68185,83296,LOUISIANA,9796.0,LANDMARK BANK,CLINTON,12225 ST. HELENA ST.,99991231,307,18971101,73500,307_20080331
70748,NM,10.424046056545576,20080331,96819,109257,LOUISIANA,11389.0,HIGHLANDS BANK,JACKSON,ERIN &CHURCH ST.,20171201,310,19040101,97868,310_20080331
70816,NM,8.051162872852338,20080331,273216,396303,LOUISIANA,31907.0,AMERICAN GATEWAY BANK,BATON ROUGE,11307 COURSEY BLVD.,20150401,313,19050101,364396,313_20080331
71261,NM,12.382845019738433,20080331,32433,37237,LOUISIANA,4611.0,MER ROUGE STATE BANK,MER ROUGE,102 DAVENPORT AVE.,99991231,314,19030101,32626,314_20080331
39095,NM,9.542882465230432,20080331,102143,117344,MISSISSIPPI,11198.0,HOLMES COUNTY BANK&TRUST CO,LEXINGTON,316 COURT SQ.,99991231,321,19320101,106145,321_20080331
39429,NM,9.60286151672162,20080331,291139,339680,MISSISSIPPI,32619.0,CITIZENS BANK,COLUMBIA,814 MAIN ST.,99991231,324,19140715,307061,324_20080331
39154,NM,11.289416097671804,20080331,72036,83627,MISSISSIPPI,9441.0,MERCHANTS&PLANTERS BANK,RAYMOND,308 RAYMOND SQ.,99991231,327,19060201,74186,327_20080331
38771,SM,11.889439380315132,20080331,140844,170151,MISSISSIPPI,20230.0,DELTA SOUTHERN BANK,RULEVILLE,117 W. FLOYCE ST.,20091101,328,19021101,149921,328_20080331
39533,NM,11.770034124489365,20080331,570066,892028,MISSISSIPPI,104992.0,PEOPLES BANK BILOXI MS,BILOXI,LAMEUSE &HOWARD AVE.,99991231,340,18960413,787036,340_20080331
59201,SM,8.441876858009746,20080331,51844,65258,MONTANA,5509.0,WESTERN BANK OF WOLF POINT,WOLF POINT,111 3RD AVE. S.,20200101,341,19130101,59749,341_20080331
59875,SM,10.743102916000112,20080331,234103,285048,MONTANA,30623.0,FARMERS STATE BANK,VICTOR,103 MAIN ST.,99991231,342,19070101,254425,342_20080331
59313,NM,9.904171443939587,20080331,63045,70647,MONTANA,6997.0,BANK OF BAKER,BAKER,116 S MAIN ST.,99991231,352,19240920,63650,352_20080331
59725,NM,9.721336379344335,20080331,76881,86233,MONTANA,8383.0,STATE BANK&TRUST CO,DILLON,IDAHO &GLENDALE ST.,20120714,357,18990617,77849,357_20080331
59421,SM,14.12234601639689,20080331,20283,23785,MONTANA,3359.0,STOCKMENS BANK,CASCADE,117 CENTRAL AVE.,99991231,358,19170101,20426,358_20080331
59923,N,9.100934047074805,20080331,230506,273862,MONTANA,24924.0,FIRST NB OF MONTANA INC,LIBBY,504 MINERAL AVE.,99991231,363,19130101,248938,363_20080331
59422,SM,16.66231202461824,20080331,55080,68892,MONTANA,11479.0,CITIZENS STB OF CHOTEAU MT,CHOTEAU,201 N. MAIN AVE.,20161029,364,19090101,57413,364_20080331
45631,NM,8.908528377596822,20080331,612751,781532,OHIO,69623.0,OHIO VALLEY BANK CO,GALLIPOLIS,420 3RD AVE.,99991231,384,18720101,711909,384_20080331
43022,NM,9.754596871524244,20080331,36974,42257,OHIO,4122.0,PEOPLES BANK,GAMBIER,103 E. WIGGIN ST.,99991231,389,19200601,38135,389_20080331
45764,N,7.450552345823061,20080331,48915,53137,OHIO,3959.0,FIRST NB OF NELSONVILLE,NELSONVILLE,11 PUBLIC SQ.,20081003,398,19100101,49178,398_20080331
73565,NM,8.602775557654581,20080331,37559,41289,OKLAHOMA,3552.0,FIRST STATE BANK,RYAN,6TH &WASHINGTON,99991231,399,18940601,37737,399_20080331
73089,NM,12.253405675475234,20080331,106997,128095,OKLAHOMA,15696.0,SOONER STATE BANK,TUTTLE,2 S.E. 4TH,99991231,402,19030101,112399,402_20080331
74561,SM,8.95861970896336,20080331,55584,63291,OKLAHOMA,5670.0,FARMERS STATE BANK,QUINTON,1100 E MAIN ST,99991231,404,19080308,57621,404_20080331
73729,NM,20.853915706155934,20080331,49646,69234,OKLAHOMA,14438.0,CLEO STATE BANK,CLEO SPRINGS,202 S. SQ.,99991231,406,19001025,54796,406_20080331
73801,NM,13.859277847300936,20080331,130437,152627,OKLAHOMA,21153.0,STOCK EXCHANGE BANK,WOODWARD,1117 10TH ST.,99991231,414,19030103,131474,414_20080331
73044,NM,8.433221041269508,20080331,97394,114879,OKLAHOMA,9688.0,FIRST CAPITAL BANK,GUTHRIE,224 E. OKLAHOMA ST.,20120608,416,19020101,105190,416_20080331
74349,NM,8.125414860802,20080331,23496,25611,OKLAHOMA,2081.0,FIRST STATE BANK,KETCHUM,110 W. KETCHUM AVE.,20081231,417,19130101,23530,417_20080331
73947,NM,5.942705399533274,20080331,46043,49708,OKLAHOMA,2954.0,FIRST STATE BANK,KEYES,301 S. POLK AVE.,99991231,418,19300211,46754,418_20080331
74859,NM,12.472389171418298,20080331,29239,38934,OKLAHOMA,4856.0,CITIZENS STATE BANK,OKEMAH,323 W. BROADWAY,20200306,419,19080208,34078,419_20080331
73859,NM,10.457646863038775,20080331,26698,30045,OKLAHOMA,3142.0,BANK OF VICI,VICI,121 W. BROADWAY ST.,99991231,420,19020101,26903,420_20080331
73628,NM,11.862745098039214,20080331,83436,95880,OKLAHOMA,11374.0,SECURITY STATE BANK,CHEYENNE,402 BROADWAY,99991231,421,19120622,84506,421_20080331
74960,NM,13.499701678383355,20080331,64667,77098,OKLAHOMA,10408.0,BANK OF COMMERCE,STILWELL,24 W. DIVISION ST.,20191231,422,19310101,66690,422_20080331
74437,NM,9.494404293599244,20080331,58546,65586,OKLAHOMA,6227.0,AMERICAN EXCHANGE BANK,HENRYETTA,510-512 W. MAIN ST.,99991231,428,19330101,59359,428_20080331
74445,SM,9.049995908681776,20080331,49979,61105,OKLAHOMA,5530.0,MORRIS STATE BANK,MORRIS,800 W. OZARK ST.,20180825,429,19291201,55575,429_20080331
74743,N,7.679580993438841,20080331,88598,105774,OKLAHOMA,8123.0,SECURITY FIRST NB OF HUGO,HUGO,100 S. BROADWAY,99991231,432,19300107,97651,432_20080331
18853,NM,7.069336389039664,20080331,152362,198972,PENNSYLVANIA,14066.0,PEOPLES STB OF WYALUSING PA,WYALUSING,ROUTE 6 E.,99991231,444,19141125,184906,444_20080331
16145,NM,10.338648218134116,20080331,202048,256136,PENNSYLVANIA,26481.0,MERCER COUNTY STATE BANK,SANDY LAKE,3279 S. MAIN ST.,99991231,445,19110620,229655,445_20080331
18503,NM,11.15682061251093,20080331,421347,615238,PENNSYLVANIA,68641.0,PENN SECURITY BANK&TRUST CO,SCRANTON,150 N. WASHINGTON AVE.,20131201,463,19020802,546597,463_20080331
57445,NM,15.170034211526653,20080331,28381,34199,SOUTH DAKOTA,5188.0,FIRST STB OF CLAREMONT,GROTON,7 E. HWY. 12,20200703,484,19030101,29011,484_20080331
57066,NM,13.487801135491791,20080331,22223,26068,SOUTH DAKOTA,3516.0,SECURITY STATE BANK,TYNDALL,1600 MAIN ST.,99991231,485,19321101,22552,485_20080331
57790,SM,23.34818889483111,20080331,439375,589005,SOUTH DAKOTA,137522.0,FIRST WESTERN BANK,WALL,418 MAIN ST.,20090926,488,19080101,451483,488_20080331
57656,NM,10.762080984551831,20080331,20671,23239,SOUTH DAKOTA,2501.0,WESTERN DAKOTA BANK,TIMBER LAKE,803 MAIN ST.,99991231,492,19190101,20738,492_20080331
57026,NM,9.408659955038608,20080331,41781,51155,SOUTH DAKOTA,4813.0,BANKSTAR FINANCIAL,ELKTON,124 ELK ST.,99991231,496,19260320,46342,496_20080331
57368,NM,10.473644853865368,20080331,49128,62853,SOUTH DAKOTA,6583.0,FARMERS&MERCHANTS STATE BANK,PLANKINTON,101 S. MAIN ST.,99991231,501,19100406,56270,501_20080331
57568,NM,10.82167356683086,20080331,28850,33091,SOUTH DAKOTA,3581.0,DAKOTA PRAIRIE BANK,PRESHO,200 MAIN ST.,99991231,504,19060628,29510,504_20080331
57437,NM,10.05406086970227,20080331,52998,63447,SOUTH DAKOTA,6379.0,GREAT PLAINS BANK,EUREKA,702 7TH ST.,99991231,505,19201023,57068,505_20080331
98233,NM,10.814848762603116,20080331,92692,109100,WASHINGTON,11799.0,SUMMIT BANK,BURLINGTON,723 HAGGEN DR.,20110520,513,19140101,97301,513_20080331
83001,SM,8.583997841180228,20080331,932038,1078367,WYOMING,92567.0,JACKSON STATE BANK,JACKSON,112 CTR. ST.,20081018,520,19140722,985800,520_20080331
82082,SM,14.90019679505201,20080331,15111,17785,WYOMING,2650.0,FARMERS STATE BANK,PINE BLUFFS,103 E. 2ND,99991231,526,19150430,15135,526_20080331
82520,NM,7.897385298470646,20080331,91111,101350,WYOMING,8004.0,CENTRAL BANK&TRUST,LANDER,285 MAIN ST.,99991231,529,18900131,93346,529_20080331
7607,SM,10.753026774837785,20080331,212993,241346,NEW JERSEY,25952.0,COMMUNITY BK BERGEN CNTY N J,MAYWOOD,125 W. PLEASANT AVE.,20180104,571,19281208,215394,571_20080331
14203,SM,10.62223732413269,20080331,35947460,65263266,NEW YORK,6932419.0,MANUFACTURERS&TRADERS TR CO,BUFFALO,ONE M &T PLAZA,99991231,588,18560101,58330847,588_20080331
14823,SM,14.894893652238682,20080331,40041,48332,NEW YORK,7199.0,FIRST STATE BANK,CANISTEO,3 MAIN ST.,20100901,591,18970428,41133,591_20080331
14902,SM,10.366028817859444,20080331,676141,828514,NEW YORK,85884.0,CHEMUNG CANAL TRUST CO,ELMIRA,ONE CHEMUNG CANAL PLAZA,99991231,597,18331022,742630,597_20080331
14850,NM,6.276110318009441,20080331,888107,1255969,NEW YORK,78826.0,TOMPKINS TRUST CO,ITHACA,110 N. TIOGA ST.,99991231,609,19340101,1177143,609_20080331
12545,SM,14.490802043824017,20080331,112975,133671,NEW YORK,19370.0,BANK OF MILLBROOK,MILLBROOK,3263 FRANKLIN AVE.,99991231,618,18910518,114302,618_20080331
10001,NM,4.975467182257922,20080331,2458084,4609336,NEW YORK,229336.0,AMALGAMATED BANK,NEW YORK,275 7TH AVE.,99991231,622,19230414,4380000,622_20080331
10005,SM,22.354511199497594,20080331,9537000,38216000,NEW YORK,8543000.0,DEUTSCHE BANK TR CO AMERICAS,NEW YORK,60 WALL ST.,99991231,623,19030330,29673000,623_20080331
43240,N,7.734901617541745,20080331,487935000,1407568000,OHIO,108874000.0,JPMORGAN CHASE BANK NA,COLUMBUS,1111 POLARIS PKWY.,99991231,628,18240101,1298694000,628_20080331
10286,SM,6.608125165573234,20080331,32973000,128342000,NEW YORK,8481000.0,BANK OF NEW YORK,NEW YORK CITY,ONE WALL ST.,99991231,639,18510101,119861000,639_20080331
14569,SM,10.318180243343948,20080331,1639217,1904958,NEW YORK,196557.0,FIVE STAR BANK,WARSAW,55 N. MAIN ST.,99991231,659,18811226,1708401,659_20080331
